1.247, 0.3851742
1.235, 0.3814707
1.225, 0.3783847
1.216, 0.3756073
1.207, 0.3728297
1.205, 0.372214
1.204, 0.3719071
1.209, 0.3734533
1.213, 0.3746904
1.199, 0.3703672
1.202, 0.371295
1.201, 0.370987
1.214, 0.3750034
1.211, 0.3740771
1.214, 0.3750041
1.214, 0.3750042
1.229, 0.3796375
1.228, 0.3793282
-100, -100
1.222, 0.3741579
1.205, 0.3689557
1.195, 0.3658966
1.179, 0.3610002
1.178, 0.3606963
1.174, 0.3594736
1.178, 0.3607003
1.184, 0.3625392
1.185, 0.362847
1.176, 0.3600924
1.176, 0.3600935
1.178, 0.3607069
1.187, 0.3634633
1.181, 0.3616266
1.181, 0.3616268
1.185, 0.3628517
1.182, 0.361933
1.189, 0.364076
1.201, 0.3677498
1.258, 0.3851904
-100, -100
1.226, 0.3720741
1.219, 0.3699529
1.202, 0.3647966
1.187, 0.360247
1.167, 0.3541797
1.161, 0.3523611
1.164, 0.3532737
1.171, 0.3554001
1.177, 0.3572229
1.173, 0.3560104
1.164, 0.3532802
1.164, 0.3532812
1.165, 0.3535856
1.169, 0.3548003
1.157, 0.3511587
1.159, 0.351766
1.163, 0.3529801
1.161, 0.3523729
1.168, 0.3544971
1.178, 0.3575315
1.2, 0.3642079
1.241, 0.3766506
1.262, 0.383013
1.237, 0.375423
1.248, 0.3787585
-100, -100
1.235, 0.3714721
1.213, 0.3648583
1.204, 0.3621544
1.197, 0.3600519
1.186, 0.356746
1.168, 0.3513342
1.16, 0.3489302
1.16, 0.3489324
1.162, 0.3495359
1.161, 0.3492368
1.161, 0.3492383
1.16, 0.3489389
1.161, 0.3492407
1.159, 0.34864
1.16, 0.3489415
1.159, 0.3486412
1.165, 0.3504463
1.169, 0.3516496
1.159, 0.3486413
1.161, 0.3492425
1.16, 0.3489411
1.176, 0.3537533
1.194, 0.3591668
1.225, 0.3684907
1.253, 0.3769117
1.257, 0.3781066
1.233, 0.3708847
1.232, 0.3705811
1.249, 0.3756916
-100, -100
1.249, 0.3723074
1.24, 0.3696287
1.22, 0.3636707
1.202, 0.3583086
1.187, 0.3538405
1.182, 0.352353
1.18, 0.3517596
1.168, 0.348185
1.161, 0.3461007
1.159, 0.3455066
1.158, 0.3452105
1.159, 0.3455103
1.16, 0.34581
1.157, 0.3449169
1.156, 0.3446199
1.153, 0.3437265
1.153, 0.3437272
1.152, 0.3434296
1.156, 0.3446223
1.158, 0.3452186
1.156, 0.3446221
1.155, 0.3443237
1.158, 0.3452174
1.164, 0.3470053
1.175, 0.3502836
1.193, 0.3556483
1.212, 0.361311
1.232, 0.3672714
1.25, 0.3726354
1.245, 0.3711426
1.226, 0.3654762
1.22, 0.363685
1.222, 0.3642783
1.236, 0.3684487
1.245, 0.3711281
-100, -100
1.216, 0.3591917
1.21, 0.3574233
1.212, 0.3580179
1.194, 0.3527043
1.179, 0.3482766
1.174, 0.3468027
1.173, 0.3465101
1.168, 0.3450357
1.162, 0.3432657
1.158, 0.3420862
1.161, 0.3429744
1.156, 0.3414991
1.158, 0.3420915
1.155, 0.3412066
1.157, 0.3417985
1.153, 0.3406177
1.152, 0.340323
1.15, 0.3397327
1.154, 0.3409146
1.155, 0.34121
1.155, 0.3412099
1.153, 0.3406187
1.152, 0.3403226
1.159, 0.3423898
1.164, 0.3438658
1.173, 0.3465233
1.183, 0.349476
1.196, 0.3533147
1.201, 0.3547898
1.198, 0.3539014
1.194, 0.3527174
1.196, 0.3533057
1.214, 0.3586201
1.223, 0.3612757
1.233, 0.3642264
1.238, 0.3656998
1.268, 0.3745578
-100, -100
1.214, 0.3553228
1.185, 0.346839
1.182, 0.3459648
1.182, 0.3459685
1.186, 0.3471429
1.182, 0.3459754
1.174, 0.3436368
1.171, 0.3427616
1.162, 0.3401299
1.157, 0.3386687
1.154, 0.3377928
1.161, 0.3398437
1.162, 0.3401382
1.16, 0.3395544
1.156, 0.3383848
1.153, 0.3375078
1.149, 0.3363379
1.147, 0.3357531
1.143, 0.3345826
1.143, 0.3345829
1.144, 0.3348757
1.148, 0.3360464
1.148, 0.336046
1.145, 0.3351673
1.149, 0.3363374
1.152, 0.3372145
1.161, 0.3398477
1.166, 0.3413098
1.173, 0.3433572
1.176, 0.3442334
1.177, 0.344524
1.184, 0.3465706
1.191, 0.348617
1.202, 0.351834
1.211, 0.3544652
1.216, 0.3559255
1.227, 0.3591416
1.249, 0.3655772
-100, -100
1.264, 0.3665282
1.258, 0.3647937
1.238, 0.3589991
1.22, 0.3537841
1.184, 0.343349
1.169, 0.3390032
1.159, 0.3361072
1.167, 0.3384309
1.176, 0.3410444
1.174, 0.3404677
1.17, 0.3393108
1.164, 0.3375736
1.16, 0.3364162
1.156, 0.3352585
1.157, 0.3355508
1.163, 0.3372929
1.161, 0.3367146
1.157, 0.3355562
1.153, 0.3343974
1.152, 0.3341085
1.148, 0.3329493
1.149, 0.33324
1.144, 0.3317904
1.143, 0.3315006
1.142, 0.3312106
1.146, 0.3323706
1.146, 0.3323702
1.141, 0.3309195
1.141, 0.3309187
1.143, 0.3314977
1.151, 0.3338166
1.157, 0.3355553
1.165, 0.3378738
1.163, 0.3372918
1.166, 0.3381597
1.177, 0.3413475
1.186, 0.3439551
1.193, 0.3459823
1.194, 0.3462692
1.201, 0.348296
1.216, 0.3526425
1.254, 0.3636587
-100, -100
1.202, 0.3453024
1.244, 0.3573734
1.237, 0.3553677
1.213, 0.3484778
1.184, 0.3401511
1.165, 0.334697
1.153, 0.3312535
1.146, 0.3292463
1.155, 0.3318357
1.164, 0.334425
1.163, 0.334141
1.155, 0.3318456
1.154, 0.3315611
1.151, 0.3307019
1.157, 0.3324282
1.155, 0.3318558
1.157, 0.3324324
1.155, 0.3318596
1.155, 0.3318612
1.149, 0.3301386
1.146, 0.3292777
1.145, 0.3289914
1.149, 0.3301414
1.147, 0.3295672
1.144, 0.3287055
1.141, 0.3278435
1.142, 0.3281307
1.145, 0.3289923
1.144, 0.3287044
1.144, 0.3287035
1.144, 0.3287025
1.15, 0.3304252
1.151, 0.330711
1.156, 0.332146
1.155, 0.3318568
1.163, 0.3341532
1.172, 0.3367367
1.178, 0.338458
1.177, 0.3381678
1.178, 0.3384521
1.187, 0.3410346
1.205, 0.3462026
1.245, 0.3576909
-100, -100
1.231, 0.3503012
1.193, 0.3394933
1.194, 0.3397833
1.202, 0.3420653
1.202, 0.3420704
1.17, 0.3329685
1.164, 0.3312656
1.156, 0.3289931
1.152, 0.3278589
1.148, 0.3267244
1.154, 0.3284357
1.154, 0.3284393
1.152, 0.3278733
1.149, 0.3270226
1.146, 0.3261716
1.146, 0.3261743
1.151, 0.3275999
1.151, 0.3276021
1.151, 0.3276041
1.151, 0.3276059
1.152, 0.3278921
1.146, 0.3261857
1.149, 0.3270408
1.148, 0.326757
1.151, 0.3276117
1.148, 0.3267582
1.146, 0.3261892
1.147, 0.326474
1.147, 0.3264738
1.148, 0.326758
1.146, 0.3261881
1.147, 0.3264719
1.142, 0.3250478
1.144, 0.3256157
1.144, 0.3256142
1.149, 0.3270357
1.149, 0.3270338
1.156, 0.329024
1.161, 0.3304447
1.164, 0.331296
1.166, 0.3318624
1.17, 0.3329978
1.184, 0.3369791
1.207, 0.3435216
1.253, 0.3566096
1.291, 0.3674203
-100, -100
1.215, 0.3424642
1.188, 0.3348598
1.174, 0.3309193
1.168, 0.3292334
1.17, 0.3298024
1.158, 0.3264248
1.153, 0.3250201
1.151, 0.3244609
1.153, 0.325029
1.151, 0.3244694
1.149, 0.3239096
1.15, 0.3241952
1.149, 0.3239168
1.15, 0.324202
1.147, 0.3233594
1.145, 0.3227985
1.141, 0.3216734
1.143, 0.3222397
1.144, 0.3225239
1.145, 0.3228078
1.143, 0.3222457
1.148, 0.323657
1.149, 0.3239403
1.156, 0.325915
1.153, 0.3250701
1.149, 0.3239431
1.143, 0.322252
1.144, 0.3225342
1.149, 0.3239439
1.15, 0.3242257
1.151, 0.3245072
1.15, 0.3242247
1.149, 0.323942
1.143, 0.3222493
1.14, 0.3214022
1.144, 0.3225285
1.147, 0.3233725
1.149, 0.3239345
1.154, 0.3253419
1.157, 0.3261853
1.16, 0.3270285
1.164, 0.3281533
1.172, 0.3304056
1.182, 0.3332214
1.206, 0.3399838
1.243, 0.3504105
1.281, 0.3611187
1.307, 0.3684435
1.329, 0.3746404
-100, -100
1.213, 0.3386214
1.185, 0.3308111
1.167, 0.3257919
1.171, 0.3269142
1.163, 0.3246863
1.159, 0.3235748
1.146, 0.3199503
1.148, 0.3205135
1.149, 0.3207973
1.158, 0.3233145
1.155, 0.322481
1.152, 0.3216474
1.145, 0.3196967
1.147, 0.3202586
1.147, 0.320262
1.149, 0.3208236
1.141, 0.3185927
1.14, 0.3183161
1.135, 0.3169225
1.142, 0.3188793
1.14, 0.3183229
1.144, 0.3194416
1.146, 0.3200017
1.149, 0.3208408
1.154, 0.3222381
1.148, 0.3205636
1.143, 0.3191682
1.135, 0.3169348
1.139, 0.318052
1.148, 0.3205651
1.155, 0.3225197
1.154, 0.32224
1.144, 0.319447
1.138, 0.3177707
1.133, 0.3163735
1.136, 0.31721
1.142, 0.3188839
1.147, 0.3202783
1.147, 0.3202764
1.149, 0.3208327
1.151, 0.3213887
1.161, 0.3241783
1.173, 0.3275262
1.179, 0.3291984
1.185, 0.3308704
1.194, 0.3333797
1.225, 0.3420314
1.266, 0.3534747
1.327, 0.3705015
-100, -100
1.261, 0.3486118
1.23, 0.3400482
1.167, 0.3226372
1.151, 0.3182195
1.158, 0.3201604
1.158, 0.3201659
1.159, 0.3204476
1.148, 0.3174112
1.15, 0.3179691
1.151, 0.3182501
1.161, 0.3210196
1.16, 0.3207473
1.154, 0.3190923
1.148, 0.317437
1.147, 0.3171641
1.148, 0.3174439
1.145, 0.3166175
1.138, 0.3146848
1.138, 0.3146874
1.135, 0.3138604
1.141, 0.3155218
1.139, 0.3149707
1.147, 0.3171848
1.147, 0.3171864
1.15, 0.3180175
1.151, 0.3182952
1.146, 0.3169134
1.143, 0.3160845
1.133, 0.3133196
1.138, 0.3147026
1.139, 0.3149792
1.149, 0.3177444
1.154, 0.3191267
1.145, 0.3166373
1.136, 0.3141475
